,game_id,season,type,date_time_GMT,home_team_id,away_team_id,home_goals,away_goals,outcome,home_wins,overtime
7227,2011021099,20112012,R,2012-03-21T23:30:00Z,3,17,2,1,home win OT,1.0,1.0
7659,2011021100,20112012,R,2012-03-22T00:00:00Z,16,23,2,1,home win OT,1.0,1.0
7725,2011021101,20112012,R,2012-03-22T02:00:00Z,24,19,4,3,home win REG,1.0,0.0
7448,2011021102,20112012,R,2012-03-22T23:00:00Z,4,15,2,1,home win OT,1.0,1.0
7603,2011021103,20112012,R,2012-03-22T23:00:00Z,5,18,5,1,home win REG,1.0,0.0
7719,2011021104,20112012,R,2012-03-22T23:30:00Z,14,22,3,2,home win OT,1.0,1.0
7046,2011021105,20112012,R,2012-03-23T00:00:00Z,30,20,3,2,home win OT,1.0,1.0
6980,2011021106,20112012,R,2012-03-23T00:30:00Z,25,23,1,2,away win REG,0.0,0.0
7197,2011021107,20112012,R,2012-03-23T02:00:00Z,27,21,3,2,home win REG,1.0,0.0
8135,2011021108,20112012,R,2012-03-23T02:30:00Z,26,19,1,0,home win OT,1.0,1.0
8170,2011021109,20112012,R,2012-03-23T02:30:00Z,28,6,2,1,home win REG,1.0,0.0
7185,2011021110,20112012,R,2012-03-23T23:00:00Z,1,10,3,4,away win OT,0.0,1.0
7222,2011021111,20112012,R,2012-03-23T23:00:00Z,3,7,1,4,away win REG,0.0,0.0
7934,2011021113,20112012,R,2012-03-23T23:00:00Z,29,12,5,1,home win REG,1.0,0.0
9177,2011021112,20112012,R,2012-03-23T23:00:00Z,15,52,3,4,away win OT,0.0,1.0
7094,2011021115,20112012,R,2012-03-23T23:30:00Z,13,22,1,2,away win OT,0.0,1.0
8948,2011021114,20112012,R,2012-03-23T23:30:00Z,8,9,5,1,home win REG,1.0,0.0
7657,2011021116,20112012,R,2012-03-24T18:00:00Z,25,20,4,1,home win REG,1.0,0.0
7360,2011021118,20112012,R,2012-03-24T23:00:00Z,7,30,3,1,home win REG,1.0,0.0
7384,2011021124,20112012,R,2012-03-24T23:00:00Z,18,52,3,1,home win REG,1.0,0.0
7458,2011021120,20112012,R,2012-03-24T23:00:00Z,9,5,8,4,home win REG,1.0,0.0
7985,2011021123,20112012,R,2012-03-24T23:00:00Z,17,12,5,4,home win REG,1.0,0.0
8054,2011021119,20112012,R,2012-03-24T23:00:00Z,10,3,3,4,away win OT,0.0,1.0
8120,2011021121,20112012,R,2012-03-24T23:00:00Z,4,8,4,1,home win REG,1.0,0.0
9071,2011021122,20112012,R,2012-03-24T23:00:00Z,14,2,4,3,home win REG,1.0,0.0
8730,2011021117,20112012,R,2012-03-25T01:00:00Z,26,6,2,4,away win REG,0.0,0.0
7785,2011021126,20112012,R,2012-03-25T02:00:00Z,28,27,4,3,home win OT,1.0,1.0
8908,2011021125,20112012,R,2012-03-25T02:00:00Z,21,23,2,3,away win OT,0.0,1.0
7926,2011021127,20112012,R,2012-03-25T19:00:00Z,29,22,3,6,away win REG,0.0,0.0
7031,2011021129,20112012,R,2012-03-25T21:00:00Z,13,2,2,3,away win OT,0.0,1.0
8854,2011021128,20112012,R,2012-03-25T21:00:00Z,15,30,3,0,home win REG,1.0,0.0
7102,2011021130,20112012,R,2012-03-25T23:00:00Z,5,1,5,2,home win REG,1.0,0.0
7338,2011021131,20112012,R,2012-03-25T23:30:00Z,16,18,1,6,away win REG,0.0,0.0
7845,2011021132,20112012,R,2012-03-26T00:00:00Z,24,6,2,3,away win REG,0.0,0.0
8474,2011021133,20112012,R,2012-03-26T01:00:00Z,27,19,0,4,away win REG,0.0,0.0
7407,2011021135,20112012,R,2012-03-26T23:30:00Z,17,29,7,2,home win REG,1.0,0.0
8056,2011021134,20112012,R,2012-03-26T23:30:00Z,4,14,3,5,away win REG,0.0,0.0
8297,2011021136,20112012,R,2012-03-27T00:30:00Z,52,9,4,6,away win REG,0.0,0.0
6988,2011021137,20112012,R,2012-03-27T01:00:00Z,20,25,5,4,home win REG,1.0,0.0
9027,2011021138,20112012,R,2012-03-27T02:00:00Z,23,26,1,0,home win REG,1.0,0.0
8098,2011021139,20112012,R,2012-03-27T02:30:00Z,28,21,5,1,home win REG,1.0,0.0
7126,2011021141,20112012,R,2012-03-27T23:00:00Z,10,12,0,3,away win REG,0.0,0.0
7150,2011021143,20112012,R,2012-03-27T23:00:00Z,5,2,3,5,away win REG,0.0,0.0
8085,2011021144,20112012,R,2012-03-27T23:00:00Z,15,7,1,5,away win REG,0.0,0.0
8193,2011021142,20112012,R,2012-03-27T23:00:00Z,1,16,2,1,home win OT,1.0,1.0
7436,2011021145,20112012,R,2012-03-27T23:30:00Z,8,13,2,3,away win OT,0.0,1.0
8902,2011021140,20112012,R,2012-03-27T23:30:00Z,6,14,5,2,home win REG,1.0,0.0
7724,2011021146,20112012,R,2012-03-28T00:00:00Z,19,18,3,0,home win REG,1.0,0.0
8268,2011021147,20112012,R,2012-03-28T00:00:00Z,30,3,2,3,away win REG,0.0,0.0
9299,2011021148,20112012,R,2012-03-28T23:00:00Z,52,3,2,4,away win REG,0.0,0.0
8051,2011021149,20112012,R,2012-03-28T23:30:00Z,29,17,4,2,home win REG,1.0,0.0
7374,2011021151,20112012,R,2012-03-29T01:30:00Z,22,25,1,3,away win REG,0.0,0.0
8805,2011021150,20112012,R,2012-03-29T01:30:00Z,20,26,0,3,away win REG,0.0,0.0
7671,2011021153,20112012,R,2012-03-29T02:00:00Z,24,28,3,1,home win REG,1.0,0.0
8448,2011021152,20112012,R,2012-03-29T02:00:00Z,23,21,1,0,home win REG,1.0,0.0
7747,2011021154,20112012,R,2012-03-29T23:00:00Z,6,15,2,3,away win OT,0.0,1.0
8393,2011021155,20112012,R,2012-03-29T23:00:00Z,10,4,1,7,away win REG,0.0,0.0
8938,2011021157,20112012,R,2012-03-29T23:00:00Z,2,5,5,3,home win REG,1.0,0.0
9050,2011021156,20112012,R,2012-03-29T23:00:00Z,1,14,6,4,home win REG,1.0,0.0
8792,2011021158,20112012,R,2012-03-30T00:00:00Z,30,13,3,2,home win OT,1.0,1.0
9150,2011021159,20112012,R,2012-03-30T00:30:00Z,16,19,4,3,home win OT,1.0,1.0
7631,2011021160,20112012,R,2012-03-30T02:00:00Z,27,28,2,0,home win REG,1.0,0.0
7692,2011021163,20112012,R,2012-03-30T23:00:00Z,29,13,4,1,home win REG,1.0,0.0
9001,2011021162,20112012,R,2012-03-30T23:00:00Z,12,52,3,4,away win OT,0.0,1.0
6995,2011021164,20112012,R,2012-03-30T23:30:00Z,7,5,3,5,away win REG,0.0,0.0
7511,2011021161,20112012,R,2012-03-30T23:30:00Z,3,8,4,1,home win REG,1.0,0.0
8165,2011021165,20112012,R,2012-03-30T23:30:00Z,17,18,1,4,away win REG,0.0,0.0
7782,2011021166,20112012,R,2012-03-31T01:00:00Z,20,21,1,4,away win REG,0.0,0.0
7601,2011021167,20112012,R,2012-03-31T01:30:00Z,22,26,1,4,away win REG,0.0,0.0
8124,2011021168,20112012,R,2012-03-31T02:00:00Z,23,25,5,2,home win REG,1.0,0.0
8749,2011021169,20112012,R,2012-03-31T17:00:00Z,2,6,3,6,away win REG,0.0,0.0
9282,2011021170,20112012,R,2012-03-31T17:00:00Z,4,9,3,4,away win OT,0.0,1.0
7300,2011021174,20112012,R,2012-03-31T23:00:00Z,14,52,3,2,home win OT,1.0,1.0
7528,2011021171,20112012,R,2012-03-31T23:00:00Z,10,7,4,3,home win REG,1.0,0.0
7796,2011021173,20112012,R,2012-03-31T23:00:00Z,12,1,0,5,away win REG,0.0,0.0
9072,2011021172,20112012,R,2012-03-31T23:00:00Z,15,8,3,2,home win OT,1.0,1.0
6943,2011021176,20112012,R,2012-04-01T00:00:00Z,18,16,4,5,away win REG,0.0,0.0
7002,2011021175,20112012,R,2012-04-01T00:00:00Z,19,29,2,5,away win REG,0.0,0.0
8791,2011021177,20112012,R,2012-04-01T00:00:00Z,30,26,4,3,home win OT,1.0,1.0
8232,2011021178,20112012,R,2012-04-01T01:00:00Z,27,24,4,0,home win REG,1.0,0.0
9039,2011021179,20112012,R,2012-04-01T02:00:00Z,23,20,3,2,home win OT,1.0,1.0
8527,2011021180,20112012,R,2012-04-01T02:30:00Z,28,25,3,0,home win REG,1.0,0.0
8593,2011021185,20112012,R,2012-04-01T16:30:00Z,5,4,4,6,away win REG,0.0,0.0
9343,2011021181,20112012,R,2012-04-01T19:00:00Z,2,9,1,5,away win REG,0.0,0.0
7196,2011021183,20112012,R,2012-04-01T20:00:00Z,17,13,2,1,home win OT,1.0,1.0
8356,2011021182,20112012,R,2012-04-01T23:00:00Z,3,6,1,2,away win REG,0.0,0.0
8391,2011021184,20112012,R,2012-04-01T23:00:00Z,16,30,4,5,away win OT,0.0,1.0
7501,2011021186,20112012,R,2012-04-02T00:00:00Z,24,22,1,2,away win REG,0.0,0.0
6996,2011021187,20112012,R,2012-04-02T23:00:00Z,14,15,4,2,home win REG,1.0,0.0
7403,2011021188,20112012,R,2012-04-03T02:30:00Z,26,22,2,0,home win REG,1.0,0.0
7472,2011021190,20112012,R,2012-04-03T23:00:00Z,7,10,6,5,home win OT,1.0,1.0
7499,2011021191,20112012,R,2012-04-03T23:00:00Z,1,2,3,1,home win REG,1.0,0.0
8576,2011021192,20112012,R,2012-04-03T23:00:00Z,4,3,3,5,away win REG,0.0,0.0
7326,2011021193,20112012,R,2012-04-03T23:30:00Z,9,12,1,2,away win REG,0.0,0.0
8141,2011021189,20112012,R,2012-04-03T23:30:00Z,6,5,3,5,away win REG,0.0,0.0
8675,2011021194,20112012,R,2012-04-03T23:30:00Z,13,52,4,5,away win OT,0.0,1.0
7254,2011021195,20112012,R,2012-04-04T00:00:00Z,18,30,2,1,home win OT,1.0,1.0
8330,2011021196,20112012,R,2012-04-04T00:30:00Z,25,28,2,5,away win REG,0.0,0.0
8604,2011021198,20112012,R,2012-04-04T02:00:00Z,27,29,2,0,home win REG,1.0,0.0
8865,2011021197,20112012,R,2012-04-04T02:00:00Z,23,24,5,4,home win OT,1.0,1.0
7118,2011021199,20112012,R,2012-04-04T23:30:00Z,8,14,5,2,home win REG,1.0,0.0
9172,2011021200,20112012,R,2012-04-04T23:30:00Z,19,17,2,3,away win OT,0.0,1.0
7099,2011021204,20112012,R,2012-04-05T23:00:00Z,5,3,5,2,home win REG,1.0,0.0
7207,2011021203,20112012,R,2012-04-05T23:00:00Z,4,7,2,1,home win REG,1.0,0.0
7696,2011021206,20112012,R,2012-04-05T23:00:00Z,12,8,2,1,home win OT,1.0,1.0
7974,2011021201,20112012,R,2012-04-05T23:00:00Z,10,14,3,2,home win OT,1.0,1.0
8301,2011021205,20112012,R,2012-04-05T23:00:00Z,15,13,4,2,home win REG,1.0,0.0
9296,2011021202,20112012,R,2012-04-05T23:00:00Z,2,52,5,4,home win REG,1.0,0.0
8382,2011021207,20112012,R,2012-04-05T23:30:00Z,9,6,1,3,away win REG,0.0,0.0
8821,2011021208,20112012,R,2012-04-05T23:30:00Z,17,1,1,2,away win REG,0.0,0.0
7994,2011021210,20112012,R,2012-04-06T00:00:00Z,30,16,2,1,home win OT,1.0,1.0
8196,2011021209,20112012,R,2012-04-06T00:00:00Z,18,25,2,0,home win REG,1.0,0.0
7371,2011021211,20112012,R,2012-04-06T01:00:00Z,21,29,2,5,away win REG,0.0,0.0
7996,2011021212,20112012,R,2012-04-06T01:00:00Z,20,23,3,2,home win REG,1.0,0.0
9002,2011021213,20112012,R,2012-04-06T01:30:00Z,22,24,2,3,away win OT,0.0,1.0
7305,2011021214,20112012,R,2012-04-06T02:30:00Z,26,28,5,6,away win OT,0.0,1.0
7245,2011021215,20112012,R,2012-04-06T23:30:00Z,19,27,1,4,away win REG,0.0,0.0
7145,2011021220,20112012,R,2012-04-07T17:00:00Z,17,16,2,3,away win OT,0.0,1.0
9155,2011021217,20112012,R,2012-04-07T19:00:00Z,1,9,4,2,home win REG,1.0,0.0
9092,2011021221,20112012,R,2012-04-07T20:00:00Z,20,24,5,2,home win REG,1.0,0.0
9148,2011021216,20112012,R,2012-04-07T20:00:00Z,6,7,4,3,home win OT,1.0,1.0
9370,2011021219,20112012,R,2012-04-07T20:00:00Z,5,4,4,2,home win REG,1.0,0.0
7824,2011021218,20112012,R,2012-04-07T22:30:00Z,3,15,1,4,away win REG,0.0,0.0
7649,2011021223,20112012,R,2012-04-07T23:00:00Z,52,14,3,4,away win OT,0.0,1.0
7715,2011021224,20112012,R,2012-04-07T23:00:00Z,29,2,7,3,home win REG,1.0,0.0
9138,2011021222,20112012,R,2012-04-07T23:00:00Z,8,10,4,1,home win REG,1.0,0.0
7473,2011021225,20112012,R,2012-04-07T23:30:00Z,13,12,4,1,home win REG,1.0,0.0
7275,2011021226,20112012,R,2012-04-08T00:00:00Z,30,27,1,4,away win REG,0.0,0.0
8309,2011021227,20112012,R,2012-04-08T00:00:00Z,25,19,2,3,away win REG,0.0,0.0
8469,2011021228,20112012,R,2012-04-08T01:00:00Z,21,18,1,6,away win REG,0.0,0.0
8470,2011021229,20112012,R,2012-04-08T02:00:00Z,23,22,3,0,home win REG,1.0,0.0
8879,2011021230,20112012,R,2012-04-08T02:30:00Z,28,26,3,2,home win OT,1.0,1.0
21117,2011030141,20112012,P,2012-04-11T23:30:00Z,5,4,3,4,away win OT,0.0,1.0
20981,2011030181,20112012,P,2012-04-12T00:00:00Z,18,17,3,2,home win REG,1.0,0.0
21035,2011030151,20112012,P,2012-04-12T02:30:00Z,23,26,2,4,away win REG,0.0,0.0
21083,2011030111,20112012,P,2012-04-12T23:00:00Z,3,9,4,2,home win REG,1.0,0.0
20970,2011030161,20112012,P,2012-04-12T23:30:00Z,19,28,2,3,away win OT,0.0,1.0
21130,2011030121,20112012,P,2012-04-12T23:30:00Z,6,15,1,0,home win OT,1.0,1.0
21011,2011030171,20112012,P,2012-04-13T02:00:00Z,27,16,3,2,home win OT,1.0,1.0
21090,2011030131,20112012,P,2012-04-13T23:00:00Z,13,1,2,3,away win REG,0.0,0.0
20982,2011030182,20112012,P,2012-04-13T23:30:00Z,18,17,2,3,away win REG,0.0,0.0
21118,2011030142,20112012,P,2012-04-13T23:30:00Z,5,4,5,8,away win REG,0.0,0.0
21036,2011030152,20112012,P,2012-04-14T02:00:00Z,23,26,2,4,away win REG,0.0,0.0
21131,2011030122,20112012,P,2012-04-14T19:00:00Z,6,15,1,2,away win OT,0.0,1.0
21084,2011030112,20112012,P,2012-04-14T23:00:00Z,3,9,2,3,away win OT,0.0,1.0
20971,2011030162,20112012,P,2012-04-14T23:30:00Z,19,28,3,0,home win REG,1.0,0.0
21012,2011030172,20112012,P,2012-04-15T02:00:00Z,27,16,3,4,away win OT,0.0,1.0
20983,2011030183,20112012,P,2012-04-15T16:00:00Z,17,18,2,3,away win REG,0.0,0.0
21119,2011030143,20112012,P,2012-04-15T19:00:00Z,4,5,8,4,home win REG,1.0,0.0
21091,2011030132,20112012,P,2012-04-15T23:30:00Z,13,1,4,2,home win REG,1.0,0.0
21037,2011030153,20112012,P,2012-04-16T02:30:00Z,26,23,1,0,home win REG,1.0,0.0
21085,2011030113,20112012,P,2012-04-16T23:30:00Z,9,3,0,1,away win REG,0.0,0.0
21132,2011030123,20112012,P,2012-04-16T23:30:00Z,15,6,3,4,away win REG,0.0,0.0
20972,2011030163,20112012,P,2012-04-17T02:00:00Z,28,19,3,4,away win REG,0.0,0.0
21092,2011030133,20112012,P,2012-04-17T23:00:00Z,1,13,3,4,away win REG,0.0,0.0
20984,2011030184,20112012,P,2012-04-17T23:30:00Z,17,18,1,3,away win REG,0.0,0.0
21013,2011030173,20112012,P,2012-04-18T01:00:00Z,16,27,2,3,away win OT,0.0,1.0
21086,2011030114,20112012,P,2012-04-18T23:30:00Z,9,3,3,2,home win OT,1.0,1.0
21120,2011030144,20112012,P,2012-04-18T23:30:00Z,4,5,3,10,away win REG,0.0,0.0
21038,2011030154,20112012,P,2012-04-19T02:00:00Z,26,23,1,3,away win REG,0.0,0.0
21093,2011030134,20112012,P,2012-04-19T23:00:00Z,1,13,4,0,home win REG,1.0,0.0
21133,2011030124,20112012,P,2012-04-19T23:30:00Z,15,6,2,1,home win REG,1.0,0.0
21014,2011030174,20112012,P,2012-04-20T00:00:00Z,16,27,2,3,away win OT,0.0,1.0
20973,2011030164,20112012,P,2012-04-20T02:30:00Z,28,19,1,2,away win REG,0.0,0.0
21121,2011030145,20112012,P,2012-04-20T23:30:00Z,5,4,3,2,home win REG,1.0,0.0
20985,2011030185,20112012,P,2012-04-21T00:00:00Z,18,17,2,1,home win REG,1.0,0.0
21134,2011030125,20112012,P,2012-04-21T19:00:00Z,6,15,3,4,away win REG,0.0,0.0
21094,2011030135,20112012,P,2012-04-21T22:30:00Z,13,1,3,0,home win REG,1.0,0.0
21087,2011030115,20112012,P,2012-04-21T23:00:00Z,3,9,0,2,away win REG,0.0,0.0
20974,2011030165,20112012,P,2012-04-21T23:30:00Z,19,28,3,1,home win REG,1.0,0.0
21015,2011030175,20112012,P,2012-04-22T02:00:00Z,27,16,1,2,away win OT,0.0,1.0
21122,2011030146,20112012,P,2012-04-22T16:00:00Z,4,5,5,1,home win REG,1.0,0.0
21135,2011030126,20112012,P,2012-04-22T19:00:00Z,15,6,3,4,away win OT,0.0,1.0
21039,2011030155,20112012,P,2012-04-23T00:00:00Z,23,26,1,2,away win OT,0.0,1.0
21088,2011030116,20112012,P,2012-04-23T23:00:00Z,9,3,2,3,away win REG,0.0,0.0
21016,2011030176,20112012,P,2012-04-24T01:00:00Z,16,27,0,4,away win REG,0.0,0.0
21095,2011030136,20112012,P,2012-04-24T23:30:00Z,1,13,3,2,home win OT,1.0,1.0
21136,2011030127,20112012,P,2012-04-25T23:30:00Z,6,15,1,2,away win OT,0.0,1.0
21089,2011030117,20112012,P,2012-04-26T23:00:00Z,3,9,2,1,home win REG,1.0,0.0
21096,2011030137,20112012,P,2012-04-27T00:30:00Z,13,1,2,3,away win OT,0.0,1.0
21000,2011030241,20112012,P,2012-04-28T01:00:00Z,27,18,4,3,home win OT,1.0,1.0
21097,2011030211,20112012,P,2012-04-28T19:00:00Z,3,15,3,1,home win REG,1.0,0.0
21148,2011030231,20112012,P,2012-04-28T23:30:00Z,19,26,1,3,away win REG,0.0,0.0
20899,2011030221,20112012,P,2012-04-29T19:00:00Z,4,1,4,3,home win OT,1.0,1.0
21001,2011030242,20112012,P,2012-04-30T00:00:00Z,27,18,5,3,home win REG,1.0,0.0
21098,2011030212,20112012,P,2012-04-30T23:30:00Z,3,15,2,3,away win REG,0.0,0.0
21149,2011030232,20112012,P,2012-05-01T01:00:00Z,19,26,2,5,away win REG,0.0,0.0
20900,2011030222,20112012,P,2012-05-01T23:30:00Z,4,1,1,4,away win REG,0.0,0.0
21099,2011030213,20112012,P,2012-05-02T23:30:00Z,15,3,1,2,away win OT,0.0,1.0
21002,2011030243,20112012,P,2012-05-03T01:00:00Z,18,27,2,0,home win REG,1.0,0.0
20901,2011030223,20112012,P,2012-05-03T23:30:00Z,1,4,4,3,home win OT,1.0,1.0
21150,2011030233,20112012,P,2012-05-04T02:00:00Z,26,19,4,2,home win REG,1.0,0.0
21003,2011030244,20112012,P,2012-05-04T23:30:00Z,18,27,0,1,away win REG,0.0,0.0
21100,2011030214,20112012,P,2012-05-05T16:30:00Z,15,3,3,2,home win REG,1.0,0.0
21151,2011030234,20112012,P,2012-05-06T19:00:00Z,26,19,3,1,home win REG,1.0,0.0
20902,2011030224,20112012,P,2012-05-06T23:30:00Z,1,4,4,2,home win REG,1.0,0.0
21101,2011030215,20112012,P,2012-05-07T23:30:00Z,3,15,3,2,home win OT,1.0,1.0
21004,2011030245,20112012,P,2012-05-08T02:00:00Z,27,18,2,1,home win REG,1.0,0.0
20903,2011030225,20112012,P,2012-05-08T23:30:00Z,4,1,1,3,away win REG,0.0,0.0
21102,2011030216,20112012,P,2012-05-09T23:30:00Z,15,3,2,1,home win REG,1.0,0.0
21103,2011030217,20112012,P,2012-05-12T23:30:00Z,3,15,2,1,home win REG,1.0,0.0
21143,2011030321,20112012,P,2012-05-14T00:00:00Z,27,26,2,4,away win REG,0.0,0.0
21111,2011030311,20112012,P,2012-05-15T00:00:00Z,3,1,3,0,home win REG,1.0,0.0
21144,2011030322,20112012,P,2012-05-16T01:00:00Z,27,26,0,4,away win REG,0.0,0.0
21112,2011030312,20112012,P,2012-05-17T00:00:00Z,3,1,2,3,away win REG,0.0,0.0
21145,2011030323,20112012,P,2012-05-18T01:00:00Z,26,27,2,1,home win REG,1.0,0.0
21113,2011030313,20112012,P,2012-05-19T17:00:00Z,1,3,0,3,away win REG,0.0,0.0
21146,2011030324,20112012,P,2012-05-20T19:00:00Z,26,27,0,2,away win REG,0.0,0.0
21114,2011030314,20112012,P,2012-05-22T00:00:00Z,1,3,4,1,home win REG,1.0,0.0
21147,2011030325,20112012,P,2012-05-23T01:00:00Z,27,26,3,4,away win OT,0.0,1.0
21115,2011030315,20112012,P,2012-05-24T00:00:00Z,3,1,3,5,away win REG,0.0,0.0
21116,2011030316,20112012,P,2012-05-26T00:00:00Z,1,3,3,2,home win OT,1.0,1.0
20904,2011030411,20112012,P,2012-05-31T00:00:00Z,1,26,1,2,away win OT,0.0,1.0
20905,2011030412,20112012,P,2012-06-03T00:00:00Z,1,26,1,2,away win OT,0.0,1.0
20906,2011030413,20112012,P,2012-06-05T00:00:00Z,26,1,4,0,home win REG,1.0,0.0
20907,2011030414,20112012,P,2012-06-07T00:00:00Z,26,1,1,3,away win REG,0.0,0.0
20908,2011030415,20112012,P,2012-06-10T00:00:00Z,1,26,2,1,home win REG,1.0,0.0
20909,2011030416,20112012,P,2012-06-12T00:00:00Z,26,1,6,1,home win REG,1.0,0.0
5036,2012020003,20122013,R,2013-01-19T20:00:00Z,26,16,2,5,away win REG,0.0,0.0
5595,2012020002,20122013,R,2013-01-19T20:00:00Z,52,9,1,4,away win REG,0.0,0.0
6269,2012020001,20122013,R,2013-01-19T20:00:00Z,4,5,1,3,away win REG,0.0,0.0
5292,2012020006,20122013,R,2013-01-20T00:00:00Z,2,1,1,2,away win REG,0.0,0.0
5350,2012020005,20122013,R,2013-01-20T00:00:00Z,8,10,1,2,away win REG,0.0,0.0
6388,2012020004,20122013,R,2013-01-20T00:00:00Z,6,3,3,1,home win REG,1.0,0.0
6453,2012020007,20122013,R,2013-01-20T00:00:00Z,14,15,6,3,home win REG,1.0,0.0
6836,2012020008,20122013,R,2013-01-20T00:30:00Z,13,12,5,1,home win REG,1.0,0.0
5076,2012020009,20122013,R,2013-01-20T01:00:00Z,19,17,6,0,home win REG,1.0,0.0
5168,2012020010,20122013,R,2013-01-20T01:00:00Z,18,29,2,3,away win OT,0.0,1.0
6515,2012020011,20122013,R,2013-01-20T01:00:00Z,25,27,4,3,home win REG,1.0,0.0
6840,2012020012,20122013,R,2013-01-20T02:00:00Z,30,21,4,2,home win REG,1.0,0.0
6362,2012020013,20122013,R,2013-01-20T03:00:00Z,23,24,3,7,away win REG,0.0,0.0
6261,2012020014,20122013,R,2013-01-20T17:30:00Z,7,4,5,2,home win REG,1.0,0.0
5563,2012020016,20122013,R,2013-01-20T23:00:00Z,20,28,1,4,away win REG,0.0,0.0
5681,2012020015,20122013,R,2013-01-21T00:00:00Z,3,5,3,6,away win REG,0.0,0.0
6805,2012020017,20122013,R,2013-01-21T01:00:00Z,30,25,1,0,home win REG,1.0,0.0
5040,2012020018,20122013,R,2013-01-21T02:00:00Z,23,22,2,3,away win OT,0.0,1.0
6013,2012020019,20122013,R,2013-01-21T03:00:00Z,27,16,4,6,away win REG,0.0,0.0
5877,2012020020,20122013,R,2013-01-21T18:00:00Z,6,52,2,1,home win OT,1.0,1.0
5934,2012020021,20122013,R,2013-01-21T18:00:00Z,2,14,4,3,home win REG,1.0,0.0
5344,2012020022,20122013,R,2013-01-21T23:00:00Z,18,19,3,4,away win OT,0.0,1.0
5440,2012020023,20122013,R,2013-01-22T00:00:00Z,10,7,1,2,away win REG,0.0,0.0
5230,2012020024,20122013,R,2013-01-22T00:30:00Z,9,13,4,0,home win REG,1.0,0.0
5647,2012020025,20122013,R,2013-01-22T00:30:00Z,29,17,3,4,away win OT,0.0,1.0
5321,2012020026,20122013,R,2013-01-22T02:00:00Z,20,24,4,5,away win REG,0.0,0.0
5394,2012020027,20122013,R,2013-01-23T00:00:00Z,15,52,2,4,away win REG,0.0,0.0
6423,2012020028,20122013,R,2013-01-23T00:00:00Z,12,14,1,4,away win REG,0.0,0.0
5874,2012020029,20122013,R,2013-01-23T00:30:00Z,8,13,4,1,home win REG,1.0,0.0
6481,2012020031,20122013,R,2013-01-23T00:30:00Z,17,25,1,2,away win REG,0.0,0.0
6505,2012020030,20122013,R,2013-01-23T00:30:00Z,1,4,3,0,home win REG,1.0,0.0
6827,2012020032,20122013,R,2013-01-23T01:00:00Z,30,18,1,3,away win REG,0.0,0.0
5119,2012020033,20122013,R,2013-01-23T01:30:00Z,16,19,3,2,home win REG,1.0,0.0
5413,2012020034,20122013,R,2013-01-23T02:00:00Z,21,26,3,1,home win REG,1.0,0.0
5983,2012020035,20122013,R,2013-01-23T03:00:00Z,22,28,3,6,away win REG,0.0,0.0
5756,2012020036,20122013,R,2013-01-24T00:00:00Z,5,10,2,5,away win REG,0.0,0.0
6406,2012020037,20122013,R,2013-01-24T00:30:00Z,3,6,4,3,home win OT,1.0,1.0
5266,2012020038,20122013,R,2013-01-24T03:00:00Z,23,20,3,2,home win OT,1.0,1.0
6490,2012020039,20122013,R,2013-01-24T03:00:00Z,27,29,5,1,home win REG,1.0,0.0
5343,2012020041,20122013,R,2013-01-25T00:00:00Z,4,3,2,1,home win REG,1.0,0.0
5495,2012020043,20122013,R,2013-01-25T00:00:00Z,12,7,6,3,home win REG,1.0,0.0
5767,2012020040,20122013,R,2013-01-25T00:00:00Z,10,2,4,7,away win REG,0.0,0.0
6188,2012020042,20122013,R,2013-01-25T00:00:00Z,15,8,1,4,away win REG,0.0,0.0
6380,2012020044,20122013,R,2013-01-25T00:30:00Z,13,9,1,3,away win REG,0.0,0.0
6744,2012020045,20122013,R,2013-01-25T01:00:00Z,19,18,3,0,home win REG,1.0,0.0
6066,2012020046,20122013,R,2013-01-25T01:30:00Z,25,16,2,3,away win OT,0.0,1.0
5331,2012020047,20122013,R,2013-01-25T02:00:00Z,21,29,4,0,home win REG,1.0,0.0
5396,2012020048,20122013,R,2013-01-25T02:30:00Z,22,26,2,1,home win OT,1.0,1.0
6459,2012020049,20122013,R,2013-01-25T03:30:00Z,28,27,5,3,home win REG,1.0,0.0
5069,2012020050,20122013,R,2013-01-26T00:00:00Z,6,2,4,2,home win REG,1.0,0.0
5197,2012020051,20122013,R,2013-01-26T00:00:00Z,7,12,1,3,away win REG,0.0,0.0
6146,2012020052,20122013,R,2013-01-26T00:00:00Z,1,15,3,2,home win OT,1.0,1.0
5820,2012020054,20122013,R,2013-01-26T00:30:00Z,17,30,5,3,home win REG,1.0,0.0
6866,2012020053,20122013,R,2013-01-26T00:30:00Z,14,9,6,4,home win REG,1.0,0.0
5989,2012020055,20122013,R,2013-01-26T01:00:00Z,52,5,4,2,home win REG,1.0,0.0
6448,2012020056,20122013,R,2013-01-26T03:00:00Z,24,23,0,5,away win REG,0.0,0.0
6662,2012020057,20122013,R,2013-01-26T21:00:00Z,28,21,4,0,home win REG,1.0,0.0
5023,2012020059,20122013,R,2013-01-27T00:00:00Z,29,16,2,3,away win REG,0.0,0.0
5649,2012020058,20122013,R,2013-01-27T00:00:00Z,3,10,5,2,home win REG,1.0,0.0
5500,2012020060,20122013,R,2013-01-27T00:30:00Z,13,4,1,7,away win REG,0.0,0.0
